cpu_percent,cpu_freq,cpu_memory,cpu_temp,gpu_percent,gpu_memory,gpu_temp,label
29.1,3100.0,74.1,62.71719635251118,100.0,24.072265625,84.0,1
34.8,3100.0,74.1,60.005371737098635,100.0,24.072265625,84.0,1
25.8,3100.0,74.1,60.0789479498805,100.0,24.072265625,85.0,1
30.8,3100.0,74.2,56.81102600646088,100.0,24.072265625,85.0,1
22.4,3100.0,74.2,50.58306605070811,100.0,24.072265625,85.0,1
35.8,3100.0,74.2,43.13799664679607,100.0,24.072265625,86.0,1
29.2,3100.0,74.3,60.09473719983434,100.0,24.072265625,86.0,1
15.0,3100.0,74.4,56.78981585242646,100.0,24.072265625,86.0,1
19.6,3100.0,74.5,51.64306739540169,100.0,24.072265625,86.0,1
26.3,3100.0,74.5,59.937156834593665,100.0,24.072265625,86.0,1
39.8,3100.0,75.2,35.30312992053494,100.0,24.072265625,87.0,1
29.2,3100.0,75.1,50.066151978822276,100.0,24.072265625,86.0,1
27.5,3100.0,75.1,36.45294941339484,100.0,24.072265625,86.0,1
16.6,3100.0,75.1,56.67809011475373,100.0,24.072265625,86.0,1
22.0,3100.0,75.0,36.81568055433051,100.0,24.072265625,87.0,1
19.9,3100.0,74.9,46.617540703887016,100.0,24.072265625,87.0,1
22.9,3100.0,75.0,36.01553663430786,100.0,24.072265625,86.0,1
18.6,3100.0,75.0,48.14853864444106,100.0,24.072265625,86.0,1
34.6,3100.0,75.2,47.97556434577392,100.0,24.072265625,87.0,1
25.2,3100.0,75.1,51.32003767366289,100.0,24.072265625,87.0,1
14.1,3100.0,75.1,50.05225655586849,100.0,24.072265625,87.0,1
24.3,3100.0,75.1,52.352934244865885,100.0,24.072265625,87.0,1
19.4,3100.0,75.1,46.73215365507406,100.0,24.072265625,87.0,1
23.0,3100.0,75.1,43.12901802102069,100.0,24.072265625,86.0,1
23.4,3100.0,75.1,55.92640189099678,100.0,24.072265625,87.0,1
21.1,3100.0,75.0,48.065349178028114,100.0,24.072265625,86.0,1
14.4,3100.0,75.0,49.25754077258151,100.0,24.072265625,87.0,1
21.3,3100.0,75.0,39.417110715072226,100.0,24.072265625,86.0,1
22.2,3100.0,75.0,63.264195312948445,100.0,24.072265625,87.0,1
20.4,3100.0,75.1,47.48608814913794,100.0,24.072265625,86.0,1
21.8,3100.0,75.0,58.98142293823995,100.0,24.072265625,86.0,1
19.4,3100.0,75.2,56.13655538079122,100.0,24.072265625,87.0,1
21.2,3100.0,75.2,64.24275251372754,100.0,24.072265625,87.0,1
18.2,3100.0,75.2,52.136954823588894,100.0,24.072265625,87.0,1
14.4,3100.0,75.3,64.94889529234732,100.0,24.072265625,87.0,1
17.4,3100.0,75.3,50.935681141216875,100.0,24.072265625,86.0,1
18.7,3100.0,75.3,37.872539402252656,100.0,24.072265625,87.0,1
20.3,3100.0,75.3,57.513436184101614,100.0,24.072265625,86.0,1
22.8,3100.0,75.3,47.62893537315219,100.0,24.072265625,87.0,1
26.1,3100.0,75.3,44.59539332099494,100.0,24.072265625,86.0,1
21.8,3100.0,75.3,50.25469440916497,100.0,24.072265625,87.0,1
31.4,3100.0,75.3,61.01430414621092,100.0,24.072265625,87.0,1
23.3,3100.0,75.3,47.88234894179746,100.0,24.072265625,86.0,1
18.6,3100.0,75.4,50.85737435549675,100.0,24.072265625,87.0,1
16.1,3100.0,75.4,52.381942280927774,100.0,24.072265625,87.0,1
23.8,3100.0,75.4,46.45277826682948,100.0,24.072265625,87.0,1
35.8,3100.0,75.2,35.32863545957175,100.0,24.072265625,86.0,1
25.9,3100.0,75.2,35.2541805520305,100.0,24.072265625,87.0,1
16.2,3100.0,75.3,61.389976472391524,100.0,24.12109375,87.0,1
26.3,3100.0,75.3,38.08156151578277,100.0,24.12109375,87.0,1
19.0,3100.0,75.2,64.52387724721196,100.0,24.12109375,87.0,1
34.3,3100.0,75.2,60.53641219219139,100.0,24.12109375,86.0,1
29.9,3100.0,75.3,43.98072568496333,100.0,24.12109375,86.0,1
27.3,3100.0,75.3,64.54264554615548,100.0,24.12109375,86.0,1
18.2,3100.0,75.3,60.88599865520928,100.0,24.12109375,86.0,1
24.1,3100.0,75.2,54.162785949459426,100.0,24.12109375,86.0,1
20.1,3100.0,75.3,56.5476278920207,100.0,24.12109375,87.0,1
22.9,3100.0,75.3,55.79243641571506,100.0,24.12109375,86.0,1
22.8,3100.0,75.2,50.17175590691417,100.0,24.12109375,87.0,1
18.3,3100.0,75.2,46.827171778490474,100.0,24.12109375,87.0,1
26.0,3100.0,75.2,38.042296553915726,100.0,24.12109375,87.0,1
26.8,3100.0,74.9,60.19491037117907,100.0,24.0478515625,87.0,1
18.1,3100.0,75.0,62.95121640029899,100.0,24.0478515625,87.0,1
16.1,3100.0,66.4,55.24013927301363,40.0,12.3291015625,76.0,1
3.4,3100.0,66.4,60.27491570657146,0.0,12.3291015625,71.0,0
16.6,3100.0,66.5,46.735463073639124,0.0,12.3291015625,68.0,0
11.4,3100.0,66.5,38.021965698521356,0.0,12.3291015625,66.0,0
18.1,3100.0,66.5,37.083069281273886,0.0,12.3291015625,64.0,0
19.0,3100.0,66.4,56.23157928115715,0.0,12.3291015625,63.0,0
4.0,3100.0,66.4,35.93897522741984,0.0,12.3291015625,63.0,0
4.7,3100.0,66.4,64.6963017759682,0.0,12.3291015625,62.0,0
3.1,3100.0,66.3,52.45468761629939,0.0,12.3291015625,61.0,0
4.4,3100.0,66.3,36.88658252174509,0.0,12.3291015625,60.0,0
5.5,3100.0,66.2,43.10685120507553,0.0,12.3291015625,60.0,0
5.6,3100.0,66.2,56.19618584685702,0.0,12.3291015625,59.0,0
4.0,3100.0,66.2,35.88109257677121,0.0,12.3291015625,58.0,0
5.6,3100.0,66.2,45.196402013202366,0.0,12.3291015625,58.0,0
5.9,3100.0,66.2,61.08869803974094,0.0,12.3291015625,57.0,0
4.2,3100.0,66.2,47.48956468326425,0.0,12.3291015625,57.0,0
8.5,3100.0,66.3,62.28796878699201,0.0,12.3046875,56.0,0
7.5,3100.0,66.3,46.75354774535745,37.0,12.3046875,56.0,0
23.4,3100.0,66.2,46.519712304242724,6.0,12.1826171875,56.0,0
15.7,3100.0,66.5,47.209973605758535,0.0,12.3779296875,56.0,0
7.0,3100.0,66.6,48.26002828298208,0.0,12.3779296875,55.0,0
7.4,3100.0,66.5,36.03799399168495,0.0,12.3779296875,54.0,0
9.7,3100.0,66.5,41.55254104509629,0.0,12.3779296875,54.0,0
14.5,3100.0,66.5,47.18490253327669,0.0,12.3779296875,53.0,0
13.9,3100.0,66.6,63.84316087675626,0.0,12.3779296875,53.0,0
6.6,3100.0,66.4,52.44548492568454,0.0,12.3779296875,53.0,0
13.9,3100.0,66.5,43.2067653714677,14.000000000000002,12.3779296875,52.0,0
6.8,3100.0,66.4,53.00421388370185,0.0,12.3779296875,52.0,1
23.2,3100.0,68.8,49.809329957596816,9.0,14.2578125,52.0,1
39.4,3100.0,94.6,62.681827091883704,0.0,92.7734375,53.0,1
43.1,3100.0,94.8,50.3215035716434,0.0,92.4560546875,56.0,1
69.8,3100.0,99.9,45.639162133990745,0.0,92.4560546875,54.0,1
33.6,3100.0,100.0,54.46856217643028,0.0,92.4560546875,56.0,1
37.4,3100.0,97.4,39.53575389965048,55.00000000000001,92.6513671875,56.0,1
63.7,3100.0,99.0,59.87741128183692,0.0,89.5263671875,52.0,1
73.6,3100.0,99.8,61.907747222495864,0.0,93.0419921875,53.0,1
73.9,3100.0,100.0,40.08678703766089,0.0,94.677734375,51.0,1
36.6,3100.0,100.0,50.78511713013515,41.0,94.677734375,50.0,1
50.2,3100.0,96.9,39.140985518255384,2.0,94.677734375,50.0,1
82.2,3100.0,98.8,50.157843102081166,0.0,93.896484375,49.0,1
52.4,3100.0,99.8,49.70400714141624,0.0,93.896484375,55.0,1
33.6,3100.0,100.0,42.20497633172906,0.0,93.212890625,54.0,1
61.7,3100.0,96.7,40.343600581418706,0.0,95.2392578125,49.0,1
42.2,3100.0,98.2,49.5987695934792,0.0,95.2880859375,52.0,1
70.4,3100.0,99.3,47.43183167562773,90.0,95.2392578125,53.0,1
64.0,3100.0,99.9,59.85593037906866,94.0,95.2392578125,56.0,1
55.8,3100.0,100.0,48.68935425415214,0.0,95.2392578125,50.0,1
33.1,3100.0,30.1,45.26562130132187,1.0,6.3720703125,49.0,0
8.7,3100.0,30.2,56.510546654475405,0.0,6.3720703125,49.0,0
16.1,3100.0,30.7,42.73613837257641,34.0,6.3720703125,49.0,0
11.7,3100.0,30.9,59.29218725936319,18.0,6.4208984375,49.0,0
9.8,3100.0,31.1,47.41293491903007,0.0,6.396484375,48.0,0
9.6,3100.0,30.3,37.75023366152291,0.0,6.396484375,48.0,0
10.8,3100.0,30.0,63.10933085065087,0.0,6.396484375,48.0,0
5.8,3100.0,30.2,48.76620477986857,0.0,6.396484375,48.0,0
5.7,3100.0,30.2,60.98099672855027,0.0,6.396484375,47.0,0
13.5,3100.0,30.7,62.58488318173329,0.0,6.3720703125,47.0,0
7.4,3100.0,31.4,35.1962643026596,6.0,6.2255859375,47.0,0
13.2,3100.0,32.0,64.9393075500426,0.0,6.2255859375,47.0,0
10.4,3100.0,32.6,61.23535451960955,0.0,6.2255859375,47.0,0
10.9,3100.0,32.7,44.90122082154314,0.0,6.2255859375,46.0,0
21.0,3100.0,32.8,46.03202272086945,0.0,6.2255859375,46.0,0
3.7,3100.0,32.7,39.21833289546092,0.0,6.2255859375,46.0,0
22.3,3100.0,32.9,41.005139077946154,12.0,6.2255859375,46.0,0
12.2,3100.0,33.3,55.46008689947871,35.0,6.2255859375,46.0,1
12.6,3100.0,38.4,61.5633736245255,0.0,6.201171875,46.0,1
9.6,3100.0,38.9,53.3750780323118,2.0,6.4453125,47.0,1
17.5,3100.0,41.2,40.244054895314896,0.0,14.013671875,47.0,1
