timestamp,elapsed_s,cpu_percent,cpu_freq,cpu_memory,cpu_temp,gpu_percent,gpu_memory,gpu_temp,anomaly,score,inference_latency_ms,jitter_ms,drift_detected
1771406844.409,39.4,24.1,3100.0,57.5,44.0,23.0,16.30859375,44.0,-1,-0.289030,1.000,102.713,0
1771406845.328,40.3,4.3,3100.0,57.5,44.0,23.0,16.30859375,44.0,1,0.010136,1.000,3.804,0
1771406846.333,41.3,5.6,3100.0,57.4,44.0,31.0,16.30859375,44.0,-1,-0.401104,1.000,13.868,0
1771406847.317,42.3,9.7,3100.0,57.4,44.0,7.000000000000001,16.30859375,44.0,1,0.003018,1.000,12.257,0
1771406848.325,43.3,11.5,3100.0,57.4,44.0,0.0,16.30859375,44.0,-1,-0.090372,1.000,7.792,0
1771406849.337,44.3,10.0,3100.0,57.5,44.0,8.0,16.11328125,44.0,-1,-0.144619,1.000,5.636,0
1771406851.198,46.2,13.1,3100.0,57.5,44.0,9.0,16.11328125,44.0,1,0.353449,1.000,762.802,0
1771406851.562,46.5,15.0,3100.0,57.4,44.0,9.0,16.11328125,44.0,1,0.106972,1.000,213.351,0
1771406852.516,47.5,17.1,3100.0,57.4,44.0,8.0,16.11328125,44.0,1,0.426518,1.000,38.099,0
1771406853.498,48.5,18.1,3100.0,57.4,44.0,11.0,16.11328125,44.0,1,0.193331,1.000,69.176,0
1771406854.465,49.4,17.7,3100.0,57.4,44.0,9.0,16.11328125,44.0,-1,-0.099999,1.000,22.656,0
1771406856.539,51.5,10.0,3100.0,57.4,44.0,1.0,16.11328125,44.0,-1,-0.324889,1.000,1101.124,0
1771406857.244,52.2,13.7,3100.0,57.4,44.0,1.0,16.11328125,44.0,-1,-0.028546,1.000,585.859,0
1771406858.003,53.0,11.4,3100.0,57.3,44.0,0.0,16.11328125,44.0,-1,-0.450063,1.000,227.157,0
1771406858.575,53.5,7.1,3100.0,57.4,44.0,12.0,16.11328125,44.0,1,0.439960,1.000,33.515,0
1771406859.496,54.5,17.6,1500.0,57.4,44.0,0.0,16.11328125,44.0,1,0.498394,1.000,48.285,0
1771406861.480,56.4,21.1,3100.0,57.4,44.0,13.0,16.11328125,44.0,-1,-0.124174,1.000,1062.567,0
1771406862.353,57.3,16.4,3100.0,57.4,44.0,13.0,16.11328125,44.0,-1,-0.144772,1.000,783.117,0
1771406862.715,57.7,26.1,3100.0,57.4,44.0,0.0,16.11328125,44.0,-1,-0.253785,1.000,361.212,0
1771406863.751,58.7,10.5,3100.0,57.3,44.0,2.0,16.11328125,44.0,-1,-0.126443,1.000,49.987,0
1771406864.629,59.6,10.2,3100.0,57.3,44.0,0.0,16.11328125,44.0,-1,-0.430577,1.000,5.567,0
1771406867.570,62.5,12.5,3100.0,57.2,44.0,0.0,16.11328125,44.0,1,0.214237,1.000,2202.753,0
1771406868.001,63.0,24.5,3100.0,57.2,44.0,0.0,16.11328125,43.0,1,0.251820,1.000,1551.287,0
1771406868.314,63.3,20.0,3100.0,57.2,44.0,0.0,16.11328125,43.0,1,0.266613,1.000,981.271,0
1771406868.698,63.7,25.7,3100.0,57.1,44.0,0.0,16.11328125,43.0,-1,-0.004554,1.000,313.839,0
1771406869.461,64.4,16.7,1500.0,57.1,44.0,0.0,16.11328125,43.0,-1,-0.089823,1.000,60.277,0
1771406870.422,65.4,6.6,3100.0,57.1,44.0,0.0,16.11328125,43.0,-1,-0.228106,1.000,46.450,0
1771406873.685,68.7,14.4,3100.0,57.2,44.0,21.0,16.11328125,43.0,1,0.010052,1.000,2062.676,0
1771406874.095,69.1,25.8,3100.0,57.2,44.0,21.0,16.015625,43.0,1,0.122627,1.000,1706.118,0
1771406874.438,69.4,19.5,3100.0,58.0,44.0,0.0,15.7958984375,43.0,-1,-0.193732,1.000,1080.655,0
1771406874.713,69.7,24.3,3100.0,59.1,44.0,0.0,15.234375,43.0,-1,-0.304165,1.000,411.805,0
1771406875.352,70.3,39.4,3100.0,59.6,44.0,0.0,15.1611328125,43.0,1,0.011804,1.000,12.359,0
1771406876.327,71.3,7.2,3100.0,59.7,43.0,1.0,15.576171875,45.0,-1,-0.457751,1.000,8.006,0
1771406877.326,72.3,27.1,3100.0,61.3,43.0,3.0,19.9462890625,45.0,-1,-0.380950,1.000,6.269,0
1771406878.310,73.3,16.9,3100.0,61.9,43.0,0.0,27.0263671875,45.0,-1,-0.131007,1.000,10.817,0
1771406879.332,74.3,15.2,3100.0,61.9,45.0,100.0,27.0263671875,62.0,1,0.268344,1.000,15.793,0
1771406880.353,75.3,34.4,3100.0,61.9,45.0,100.0,26.7578125,64.0,1,0.089883,1.000,6.366,0
